cast,clanek,zakon,bod,typ,paragrafy,instrukce,plny_text_znaků
PRVNÍ,I,283/2021,113,vlozeni,50,V § 50 odst. 1 písm. b) se za slova „má osvědčení“ vkládá slovo „o“ a slova „státní služby“ se nahrazují slovem „specializace“.,0
PRVNÍ,I,283/2021,114,nahrazeni,50,V § 50 odst. 1 písm. c) se slova „vzdělání a praxe“ zrušují a text „44 odst. 4“ se nahrazuje číslem „37“.,0
PRVNÍ,I,283/2021,115,vlozeni,50,V § 50 odst. 1 písm. e) se za slovo „činnost“ vkládají slova „ve veřejné správě po dobu nejméně 3 let“ a slovo „ministerstvo“ se nahrazuje slovem „Úřad“.,0
PRVNÍ,I,283/2021,116,zruseni,51,V § 51 odst. 1 písm. b) se slova „Českou komorou architektů“ zrušují.,0
PRVNÍ,I,283/2021,117,zruseni,51,V § 51 se odstavce 2 až 4 zrušují a zároveň se zrušuje označení odstavce 1.,0
PRVNÍ,I,283/2021,118,zruseni,52;44;45,"V § 52 odst. 1 písm. a) se slova „podle § 44 odst. 3, nebo doklad o udělení výjimky podle § 45 odst. 1“ zrušují.",0
PRVNÍ,I,283/2021,119,nahrazeni,52,V § 52 odst. 1 písm. c) se slovo „zvláštní“ nahrazuje slovy „o zvláštní“.,0
PRVNÍ,I,283/2021,120,zruseni,52,V § 52 se odstavec 2 zrušuje a zároveň se zrušuje označení odstavce 1.,0
PRVNÍ,I,283/2021,121,zruseni,53,V § 53 se odstavec 1 zrušuje. Dosavadní odstavce 2 až 4 se označují jako odstavce 1 až 3.,0
PRVNÍ,I,283/2021,122,nahrazeni,53,V § 53 odst. 1 písm. a) se slova „ministrovi pro místní rozvoj“ nahrazují slovem „Úřadu“.,0
PRVNÍ,I,283/2021,123,zruseni,53,V § 53 odst. 1 se písmeno b) zrušuje. Dosavadní písmena c) až e) se označují jako písmena b) až d).,0
PRVNÍ,I,283/2021,124,nahrazeni,53,V § 53 odst. 1 písm. d) se číslo „3“ nahrazuje číslem „2“.,0
PRVNÍ,I,283/2021,125,nahrazeni,53,V § 53 odst. 3 se slova „obecní úřad“ nahrazují slovem „pořizovatele“ a slovo „který“ se nahrazuje slovem „kterého“.,0
PRVNÍ,I,283/2021,126,vlozeni_plny,54;2,"V § 54 se vkládá nový odstavec 1, který včetně poznámky pod čarou č. 80 zní: „(1) Dotčené orgány chrání veřejné zájmy podle jiných zákonů80), jsou-li tyto zájmy dotčeny, způsobem podle § 2 a 3 a při respektování cílů a úkolů územního plánování a s přihlédnutím k zájmu územních samosprávných celků a státu na rozvoji svého území. __________ 80) Zákon č. 20/1987 Sb., o státní památkové péči, ve znění",3640
PRVNÍ,I,283/2021,127,vlozeni,54,"V § 54 odst. 2 větě první se za slovo „je“ vkládají slova „z hlediska souladu s dotčenými veřejnými zájmy chráněnými jinými zákony“, slovo „zastavěného“ se nahrazuje slovem „zastavitelného“ a za slovo „rozporů“ se vkládají slova „dohodnuto nebo“.",0
PRVNÍ,I,283/2021,128,doplneni,54,"V § 54 se na konci odstavce 2 doplňují věty „Pořizovatel nepřihlíží k vyjádřením a stanoviskům dotčených orgánů ve věcech, o nichž bylo rozhodnuto při schválení politiky územního rozvoje a vydání nadřazené územně plánovací dokumentace. Pořizovatel se může od stanoviska dotčeného orgánu odchýlit v části, ve které není stanovisko odůvodněno nebo překračuje působnost dotčeného orgánu nebo měřítko či",0
PRVNÍ,I,283/2021,129,zruseni,54,"V § 54 odst. 3 se slova „ , návrhu zprávy o uplatňování územně plánovací dokumentace a návrhu zadání změny územně plánovací dokumentace“ zrušují.",0
PRVNÍ,I,283/2021,130,zneni_plny,55;1a;18,"§ 55 včetně nadpisu zní: „§ 55 Řešení rozporů (1) Pořizovatel projednává protichůdná stanoviska dotčených orgánů a zájmy obcí, krajů a státu a oprávněných investorů, koordinuje je a řeší případné rozpory podle zásad uvedených v § 1a a § 18 odst. 1 a 2. (2) Dojde-li k rozporu mezi dotčenými orgány nebo mezi obcí nebo krajem a dotčeným orgánem, projedná jej pořizovatel se stranami tohoto rozporu v d",1792
PRVNÍ,I,283/2021,131,zruseni,56;57,V § 56 se odstavec 6 zrušuje. 132. Ve skupinovém nadpisu nad označením § 57 se slova „a koordinační výkres“ zrušují.,0
PRVNÍ,I,283/2021,133,zruseni,57,V § 57 se odstavce 3 a 4 zrušují.,0
PRVNÍ,I,283/2021,134,zneni_plny,59,"§ 59 včetně nadpisu zní: „§ 59 Jednotný standard (1) Územně plánovací dokumentace, její změna a úplné znění, územní studie, vymezení zastavitelného území, jeho změna a úplné znění a územní opatření se vyhotovují a vydávají v jednotném standardu jako digitální textová a prostorová data ve vektorové formě ve strojově čitelném formátu. (2) Jednotný standard stanoví standardizované části a požadavky n",599
PRVNÍ,I,283/2021,135,nahrazeni,62,"V § 62 odst. 1 se slova „ , vymezení zastavěného území a pro rozhodování v území“ nahrazují slovy „a vymezení zastavitelného území“.",0
PRVNÍ,I,283/2021,136,vlozeni_plny,62,"V § 62 odstavec 2 zní: „(2) Územně analytické podklady jsou tvořeny údaji o území, které obsahují zjištění stavu území, jeho hodnot a limitů využití území, včetně známých záměrů a které vkládají do národního geoportálu územního plánování příslušní poskytovatelé. Územně analytické podklady jsou vedeny v národním geoportálu územního plánování v jednotné databázi, jejímž správcem je Úřad.“.",368
PRVNÍ,I,283/2021,137,vlozeni,62,"V § 62 odst. 3 se za slovo „podkladů“ vkládají slova „ , obsah, rozsah a podrobnost údajů o území a způsob jejich poskytování Úřadu“.",0
PRVNÍ,I,283/2021,138,vlozeni,63,V § 63 odst. 1 se za slovo „například“ vkládá slovo „koridoru“.,0
PRVNÍ,I,283/2021,139,zruseni,63,V § 63 odst. 2 úvodní části ustanovení se slovo „pořizovateli“ zrušuje.,0
PRVNÍ,I,283/2021,140,zneni_plny,63,"V § 63 se doplňuje odstavec 3, který zní: „(3) Kraj zpracovává a poskytuje údaje o území v podrobnosti a rozsahu nezbytném pro územně plánovací činnost kraje a obcí v území kraje.“.",137
PRVNÍ,I,283/2021,141,zruseni,64,V § 64 se odstavec 3 zrušuje. Dosavadní odstavec 4 se označuje jako odstavec 3.,0
PRVNÍ,I,283/2021,142,nahrazeni,65,V nadpisu § 65 se slova „Pořizování a aktualizace“ nahrazují slovem „Aktualizace“.,0
PRVNÍ,I,283/2021,143,nahrazeni,65,V § 65 odst. 1 větě první se slova „a jejich aktualizace pořizuje pořizovatel“ nahrazují slovy „aktualizují jednotliví poskytovatelé“ a věta druhá se zrušuje.,0
PRVNÍ,I,283/2021,144,nahrazeni,65,V § 65 odst. 2 se slovo „pořízení“ nahrazuje slovem „aktualizaci“.,0
PRVNÍ,I,283/2021,145,zruseni,65,V § 65 se odstavec 3 zrušuje.,0
PRVNÍ,I,283/2021,146,zruseni,66,§ 66 se včetně nadpisu zrušuje.,0
PRVNÍ,I,283/2021,147,zneni_plny,68,"V § 68 odstavec 4 zní: „(4) Pořizovatel může projednat návrh územní studie s vlastníky dotčených nemovitostí, s dotčenými orgány nebo s veřejností.“.",124
PRVNÍ,I,283/2021,148,nahrazeni,68,"V § 68 odst. 5 se slovo „vloží“ nahrazuje slovem „vydá“ a slova „ , kdy schválil možnost jejího využití,“ se nahrazují slovy „jejího schválení vložením“.",0
PRVNÍ,I,283/2021,149,nahrazeni,69,"V § 69 odst. 2 se slova „ministerstvo, nebo jím pověřená organizační složka státu,“ nahrazují slovem „Úřad“.",0
PRVNÍ,I,283/2021,150,vlozeni,70,V § 70 odst. 1 větě první se za slovo „konkretizaci“ vkládají slova „cílů a“ a za slovo „těchto“ se vkládají slova „cílů a“.,0
PRVNÍ,I,283/2021,151,doplneni,71,V § 71 odst. 1 se na konci textu písmene b) doplňují slova „a jejího rozvoje“.,0
PRVNÍ,I,283/2021,152,zneni_plny,71,"V § 71 odst. 1 písmeno d) zní: „d) vymezí oblasti se specifickým potenciálem, specifickými hodnotami nebo se specifickými problémy, mají-li mezinárodní nebo celostátní význam anebo přesahují-li území jednoho kraje (dále jen „specifické oblasti“),“.",216
PRVNÍ,I,283/2021,153,nahrazeni,71a,V § 71a odst. 2 větě první se slovo „ministerstva“ nahrazuje slovem „Úřadu“ a ve větě druhé se slovo „ministerstvu“ nahrazuje slovem „Úřadu“.,0
PRVNÍ,I,283/2021,154,nahrazeni,71a,V § 71a odst. 3 úvodní části ustanovení se slovo „ministerstvo“ nahrazuje slovy „Úřad zejména“.,0
PRVNÍ,I,283/2021,155,vlozeni_plny,71a,"V § 71a odst. 3 se vkládá nové písmeno a), které zní: „a) politiky architektury a stavební kultury,“. Dosavadní písmena a) až e) se označují jako písmena b) až f).",44
PRVNÍ,I,283/2021,156,nahrazeni,71c,V § 71c odst. 2 větě druhé se slovo „ministerstvu“ nahrazuje slovem „Úřadu“.,0
PRVNÍ,I,283/2021,157,nahrazeni,71c,V § 71c odst. 4 větě druhé se číslo „1“ nahrazuje číslem „2“.,0
PRVNÍ,I,283/2021,158,vlozeni,71d,V § 71d odst. 1 se za slovo „rozvoje“ vkládají slova „prostřednictvím Ministerstva hospodářství“.,0
PRVNÍ,I,283/2021,159,zruseni,71d,V § 71d odst. 3 písm. b) se slova „vyplývající z územně analytických podkladů“ zrušují.,0
PRVNÍ,I,283/2021,160,nahrazeni,71d,V § 71d odst. 5 větě druhé se slovo „ministerstvu“ nahrazuje slovem „Úřadu“.,0
PRVNÍ,I,283/2021,161,nahrazeni,71d,V § 71d odst. 6 úvodní části ustanovení se slovo „ministerstvo“ nahrazuje slovy „Úřad prostřednictvím Ministerstva hospodářství“.,0
PRVNÍ,I,283/2021,162,vlozeni,72,V § 72 se na začátek odstavce 1 vkládá věta „Územně plánovací dokumentace naplňuje a rozvíjí cíle a úkoly územního plánování a vyjadřuje veřejný zájem na prostorovém uspořádání a způsobu využití území.“.,0
PRVNÍ,I,283/2021,163,doplneni,72,"V § 72 se na konci odstavce 3 doplňuje věta „Vztah původní a nové, případně změněné územně plánovací dokumentace mohou upravit přechodná ustanovení.“.",0
PRVNÍ,I,283/2021,164,doplneni,73,"V § 73 odst. 2 se na konci textu věty první doplňují slova „ , nestanoví-li zákon jinak“.",0
PRVNÍ,I,283/2021,165,doplneni,73,"V § 73 se na konci odstavce 3 doplňuje věta „Za rozpor se nepovažuje, pokud navazující územně plánovací dokumentace obsahuje záležitosti, které nejsou vymezeny v nadřazené územně plánovací dokumentaci.“.",0
PRVNÍ,I,283/2021,166,vlozeni,73,"V § 73 odst. 5 se na konci textu věty první doplňují slova „nebo v území s ním souvisejícím po zohlednění potřeb území, podrobností regulace a jejího měřítka“, za větu první se vkládá věta „Navazující územně plánovací dokumentace se může se souhlasem Úřadu a toho, kdo vydal nadřazenou územně plánovací dokumentaci, v rámci zpřesnění vymezení ploch a koridorů v nezbytném rozsahu odchýlit od jejich v",0
PRVNÍ,I,283/2021,167,vlozeni,74,"V § 74 odst. 2 písm. a) se slova „zastavitelné plochy, transformační“, slova „dopravní a technické infrastruktury“ a slova „ , vymezené politikou územního rozvoje“ zrušují a za slova „podmínky pro“ se vkládají slova „jejich využití a pro“.",0
PRVNÍ,I,283/2021,168,zneni_plny,74,"V § 74 odst. 2 písmeno b) zní: „b) plochy a koridory pro strategické investiční stavby,“.",55
PRVNÍ,I,283/2021,169,zruseni,76,"V § 76 se doplňuje odstavec 3, který zní: „(3) Do územního rozvojového plánu může pořizovatel převzít plochy a koridory pro záměry mezinárodního nebo celostátního významu anebo záměry přesahující svým významem území jednoho kraje, vymezené v zásadách územního rozvoje, u kterých marně uplynula lhůta pro jejich zrušení podle správního řádu a soudního řádu správního. Tento postup nepodléhá řízení pod",0
PRVNÍ,I,283/2021,170,zruseni,77,"V § 77 odst. 2 písm. d) a e) se slova „zastavitelné plochy, transformační“ zrušují.",0
PRVNÍ,I,283/2021,171,zruseni,79;87,"V § 79 se doplňuje odstavec 5, který zní: „(5) Do zásad územního rozvoje může pořizovatel se souhlasem příslušného úřadu rozvoje území kraje převzít plochy a koridory pro záměry nadmístního významu vymezené v územním plánu, u kterých marně uplynula lhůta pro jejich zrušení podle správního řádu a soudního řádu správního. Tento postup nepodléhá řízení podle § 87 až 111a ani posuzování vlivů na udrži",0
PRVNÍ,I,283/2021,172,nahrazeni,80,"V § 80 odst. 2 písm. a) se slovo „zastavěné“ nahrazuje slovem „zastavitelné“ a slova „a stanoví datum, k němuž je vymezeno“ se zrušují.",0
PRVNÍ,I,283/2021,173,zruseni,80,"V § 80 odst. 2 písm. c) se slova „ , jejíž součástí je i urbanistická kompozice, vymezení ploch podle stávajícího nebo nově požadovaného způsobu využití (dále jen „plocha s rozdílným způsobem využití“), vymezení zastavitelných ploch, transformačních ploch, systému veřejných prostranství a systému sídelní zeleně“ zrušují.",0
PRVNÍ,I,283/2021,174,nahrazeni,80,"V § 80 odst. 2 písm. d) se slova „a koridorů“ nahrazují slovy „ , koridorů a prvků“.",0
PRVNÍ,I,283/2021,175,nahrazeni,80,"V § 80 odst. 2 písm. e) se slova „i vymezení ploch s rozdílným způsobem využití, ploch změn v krajině a“ zrušují a slovo „jejich“ se nahrazuje slovem „její“.",0
PRVNÍ,I,283/2021,176,zneni_plny,80,"V § 80 odst. 2 písmeno f) zní: „f) stanoví podmínky prostorového uspořádání a využití území, včetně požadavků na rozvoj, zachování nebo změnu charakteru území; plochy a koridory, podmínky pro jejich využití a podmínky prostorového uspořádání mohou být vymezeny vzájemně nezávisle; podmínky pro využití ploch se stanovují určením hlavního využití, nepřípustného využití, popřípadě podmíněně přípustnéh",396
PRVNÍ,I,283/2021,177,zruseni,81,V § 81 se odstavec 2 zrušuje. Dosavadní odstavce 3 až 6 se označují jako odstavce 2 až 5.,0
PRVNÍ,I,283/2021,178,vlozeni,81,"V § 81 odst. 2 větě druhé se za slovo „základní“ vkládají slova „podmínky pro“ a slovo „ , podmínky“ se zrušuje.",0
PRVNÍ,I,283/2021,179,nahrazeni,82,V § 82 odst. 2 větě první a druhé se slova „hlavního města Prahy“ nahrazují slovem „obce“.,0
PRVNÍ,I,283/2021,180,zruseni,82,"V § 82 odst. 3 se slova „ , stanoví-li tak zastupitelstvo obce v zadání územního plánu nebo v zadání změny územního plánu“ zrušují.",0
PRVNÍ,I,283/2021,181,zruseni,83,V § 83 se odstavec 3 zrušuje.,0
PRVNÍ,I,283/2021,182,zneni_plny,85,V § 85 odstavec 1 zní: „(1) Regulační plán v řešeném území stanoví podrobné podmínky pro vymezení a využití pozemků.“.,93
PRVNÍ,I,283/2021,183,nahrazeni,85,V § 85 odst. 2 úvodní části ustanovení se slova „zpravidla stanoví“ nahrazují slovy „může stanovit zejména“.,0
PRVNÍ,I,283/2021,184,vlozeni_plny,85,"V § 85 odst. 2 se za písmeno a) vkládá nové písmeno b), které zní: „b) umístění a prostorové uspořádání staveb, včetně jejich napojení na veřejnou dopravní a technickou infrastrukturu, a urbanistických a architektonických podmínek,“. Dosavadní písmena b) až g) se označují jako písmena c) až h).",164
PRVNÍ,I,283/2021,185,vlozeni,85,V § 85 odst. 2 písm. d) se za slovo „objem“ vkládají slova „nebo požadavky na vnější vzhled“.,0
PRVNÍ,I,283/2021,186,zneni_plny,85,"V § 85 se na konci odstavce 2 tečka nahrazuje čárkou a doplňuje se písmeno i), které zní: „i) podmínky pro ochranu hodnot, charakteru území nebo krajinného rázu.“.",70
PRVNÍ,I,283/2021,187,vlozeni,86,"V § 86 odst. 3 větě druhé se za slovo „základní“ vkládají slova „obsah plánovací smlouvy,“.",0
PRVNÍ,I,283/2021,188,zruseni,86,V § 86 se odstavec 5 zrušuje. Dosavadní odstavec 6 se označuje jako odstavec 5.,0
